Qin,RECOVERY,CODin,BOD5in,CIin,HARDin,SSin,NH3Nin,LASin,CHROMin,CODout,BOD5out,CIout,HARDout,SSout,NH3Nout,LASout,CHROMout,LEVEL,YEAR,COST
600,0.73,400,80,20000,1200,2,20,2.00 ,30,200,40,2000,5,0,15,1.00 ,0,1,3,8800000
720,0.67,50,20,2000,40,10,5,0.25 ,0,5,2,50,2,0,1,0.03 ,0,1,3,1400000
720,0.99,50,20,2000,40,10,5,0.25 ,0,50,20,2000,40,1,5,0.25 ,0,2,3,150000
720,0.99,50,20,2000,40,1,5,0.25 ,0,30,12,2000,40,0.5,5,0.15 ,0,2,3,210000
800,0.9,30,12,2000,40,0.5,5,0.15 ,0,20,8,2000,40,0,5,0.10 ,0,1,3,480000
720,0.67,20,8,2000,40,0,5,0.10 ,0,5,2,50,2,0,1,0.03 ,0,1,3,560000
720,0.98,50,20,2000,40,10,5,0.25 ,0,30,12,2000,40,0.5,5,0.15 ,0,2,3,360000
800,0.9,50,20,2000,40,1,5,0.25 ,0,20,8,2000,40,0,5,0.10 ,0,1,3,690000
720,0.67,30,12,2000,40,0.5,5,0.15 ,0,5,2,50,2,0,1,0.03 ,0,1,3,1040000
800,0.9,50,20,2000,40,10,5,0.25 ,0,20,8,2000,40,0,5,0.10 ,0,1,3,840000
720,0.67,50,20,2000,40,1,5,0.25 ,0,5,2,50,2,0,1,0.03 ,0,1,3,1250000
240,1,30,12,5000,200,1,4,0.15 ,0,17,6.8,340,30,0,3,0.09 ,0,3,3,2874000
240,0.99,30,12,5000,200,1,4,0.15 ,0,30,12,5000,200,0.1,4,0.15 ,0,3,3,50000
240,0.65,30,12,5000,200,0.1,4,0.15 ,0,10,4,200,20,0,2,0.05 ,0,2,3,250000
84,0.5,90,36,15000,600,0.1,10,0.45 ,0,30,12,600,50,0,5,0.15 ,0,2,3,224000
42,1,180,72,30000,1200,0.1,20,0.90 ,0,30,12,600,50,0,5,0.15 ,0,3,3,2350000
240,0.65,30,12,5000,200,1,4,0.15 ,0,10,4,200,20,0,2,0.05 ,0,2,3,300000
240,0.825,30,12,5000,200,0.1,4,0.15 ,0,14,5.6,280,26,0,2.6,0.07 ,0,2,3,474000
84,1,90,36,15000,600,0.1,10,0.45 ,0,30,12,600,50,0,5,0.15 ,0,3,3,2574000
240,0.825,30,12,5000,200,1,4,0.15 ,0,14,5.6,280,26,0,2.6,0.07 ,0,2,3,524000
240,1,30,12,5000,200,0.1,4,0.15 ,0,17,6.8,340,30,0,3,0.09 ,0,3,3,2824000
1800,0.67,40,16,2000,200,5,2,0.20 ,0,5,2,60,10,0,0.5,0.03 ,0,1,3,3350000
1800,0.99,40,16,2000,200,5,2,0.20 ,0,40,16,2000,200,1,2,0.20 ,0,2,3,324000
1800,0.99,40,16,2000,200,1,2,0.20 ,0,20,8,2000,200,0.5,1,0.10 ,0,2,3,355000
1980,0.9,20,8,2000,200,0.5,1,0.10 ,0,18,7.2,2000,200,0.1,1,0.09 ,0,1,3,1042000
1800,0.67,18,7.2,2000,200,0.1,1,0.09 ,0,5,2,60,10,0,0.5,0.03 ,0,1,3,1629000
1800,0.98,40,16,2000,200,5,2,0.20 ,0,20,8,2000,200,0.5,1,0.10 ,0,2,3,679000
1800,0.9,40,16,2000,200,1,2,0.20 ,0,18,7.2,2000,200,0.1,1,0.09 ,0,1,3,1397000
1800,0.67,20,8,2000,200,0.5,1,0.10 ,0,5,2,60,10,0,0.5,0.03 ,0,1,3,2671000
1800,0.9,40,16,2000,200,5,2,0.20 ,0,18,7.2,2000,200,0.1,1,0.09 ,0,1,3,1721000
1800,0.67,40,16,2000,200,1,2,0.20 ,0,5,2,60,10,0,0.5,0.03 ,0,1,3,3026000
540,1,40,16,5000,50,5,2,0.20 ,0,5,2,200,2,0,0.5,0.03 ,0,2,3,6780000
594,0.99,40,16,5000,50,5,2,0.20 ,0,40,16,5000,50,1,2,0.20 ,0,2,3,85000
594,0.99,40,16,5000,50,1,2,0.20 ,0,20,8,5000,50,1,2,0.10 ,0,2,3,115000
594,0.9,20,8,5000,50,1,2,0.10 ,0,20,8,5000,50,0.1,2,0.10 ,0,1,3,220000
720,0.75,20,8,4000,30,0.1,2,0.10 ,0,5,2,200,2,0,0.5,0.03 ,0,1,3,560000
180,0.75,80,32,16000,120,0.4,8,0.40 ,0,20,8,1000,10,0,2,0.10 ,0,1,3,3350000
45,1,320,128,64000,480,1.6,32,1.60 ,0,100,40,1000,10,0,10,0.50 ,0,3,3,2450000
594,0.99,40,16,5000,50,5,2,0.20 ,0,20,8,5000,50,1,2,0.10 ,0,2,3,200000
594,0.9,40,16,5000,50,1,2,0.20 ,0,20,8,5000,50,0.1,2,0.10 ,0,1,3,335000
594,0.675,20,8,5000,50,1,2,0.10 ,0,5,2,200,2,0,0.5,0.03 ,0,1,3,580000
540,0.9,20,8,4000,30,0.1,2,0.10 ,0,5,2,200,2,0,0.5,0.03 ,0,1,3,3910000
180,1,80,32,16000,120,0.4,8,0.40 ,0,40,16,1000,10,0,5,0.20 ,0,2,3,5800000
540,1,40,16,5000,50,5,2,0.20 ,0,20,8,5000,50,0.1,2,0.10 ,0,1,3,420000
540,0.75,40,16,5000,50,1,2,0.20 ,0,5,2,200,2,0,0.5,0.03 ,0,1,3,695000
594,0.833,20,8,5000,50,1,2,0.10 ,0,5,2,200,2,0,0.5,0.03 ,0,1,3,4130000
540,1,20,8,4000,30,0.1,2,0.10 ,0,5,2,200,2,0,0.5,0.03 ,0,2,3,6360000
540,0.75,40,16,5000,50,5,2,0.20 ,0,5,2,200,2,0,0.5,0.03 ,0,1,3,780000
540,0.917,40,16,5000,50,1,2,0.20 ,0,5,2,200,2,0,0.5,0.03 ,0,1,3,4245000
540,1,20,8,5000,50,1,2,0.10 ,0,5,2,200,2,0,0.5,0.03 ,0,2,3,6580000
540,0.917,40,16,5000,50,5,2,0.20 ,0,5,2,200,2,0,0.5,0.03 ,0,1,3,4330000
540,1,40,16,5000,50,1,2,0.20 ,0,5,2,200,2,0,0.5,0.03 ,0,2,3,6695000
240,0.75,45,18,2500,250,1,5,0.23 ,0,8,3.2,100,20,0,1,0.04 ,0,2,3,385000
240,0.99,45,18,2500,250,1,5,0.23 ,0,45,18,2500,250,0.1,5,0.23 ,0,3,3,50000
240,0.99,45,18,2500,250,0.1,5,0.23 ,0,25,10,2500,250,0.1,3,0.13 ,0,3,3,65000
240,0.75,25,10,2500,250,0.1,3,0.13 ,0,8,3.2,100,20,0,1,0.04 ,0,2,3,270000
240,0.99,45,18,2500,250,1,5,0.23 ,0,25,10,2500,20,0.1,3,0.13 ,0,3,3,115000
240,0.75,45,18,2500,250,0.1,5,0.23 ,0,8,3.2,100,20,0,1,0.04 ,0,2,3,335000
40,1,10,4,50,1,10,5,0.05 ,0,1.7,0.68,6,0.2,0,2.6,0.01 ,0,2,3,1170000
45,0.99,10,4,50,1,10,5,0.05 ,0,5,2,50,1,0.1,5,0.03 ,0,3,3,60000
45,0.75,5,2,50,1,0.1,5,0.03 ,0,1,0.4,5,0.1,0,2,0.01 ,0,1,3,305000
11,0.5,20,8,200,4,0.1,20,0.10 ,0,5,2,10,0.5,0,5,0.03 ,0,1,3,155000
5.5,1,40,16,400,8,1,40,0.20 ,0,5,2,50,1,0.1,5,0.03 ,0,3,3,650000
45,0.75,10,4,50,1,10,5,0.05 ,0,1,0.4,5,0.1,0,2,0.01 ,0,2,3,365000
45,0.875,5,2,50,1,0.1,5,0.03 ,0,1.7,0.68,6,0.2,0,2.6,0.01 ,0,1,3,460000
11,1,20,8,200,4,0.1,20,0.10 ,0,5,2,10,0.5,0,5,0.03 ,0,3,3,805000
45,0.875,10,4,50,1,10,5,0.05 ,0,1.7,0.68,6,0.2,0,2.6,0.01 ,0,1,3,520000
45,1,5,2,50,1,0.1,5,0.03 ,0,1.7,0.68,6,0.2,0,2.6,0.01 ,0,2,3,1110000
40,1,10,4,50,1,1,50,0.05 ,0,1,0.4,2,0,0,5,0.01 ,0,2,3,1673000
55,0.99,10,4,50,1,1,50,0.05 ,0,10,4,50,1,0.1,50,0.05 ,0,1,3,203000
55,0.99,10,4,50,1,0.1,50,0.05 ,0,5,2,50,1,0,20,0.03 ,0,3,3,64000
62,0.75,5,2,50,1,0,20,0.03 ,0,2,0.8,5,0,0,10,0.01 ,0,1,3,355000
47,0.83,2,0.8,5,0,0,10,0.01 ,0,1,0.4,2,0,0,5,0.01 ,0,1,3,226000
15,1,40,16,200,4,0.4,200,0.20 ,0,5,2,50,1,0,20,0.03 ,0,3,3,825000
55,0.99,10,4,50,1,1,50,0.05 ,0,5,2,50,1,0,20,0.03 ,0,1,3,267000
55,0.75,10,4,50,1,0.1,50,0.05 ,0,2,0.8,5,0,0,10,0.01 ,0,1,3,419000
62,0.61,5,2,50,1,0,20,0.03 ,0,1,0.4,2,0,0,5,0.01 ,0,1,3,581000
62,1,5,2,50,1,0,20,0.03 ,0,2,0.8,5,0,0,10,0.01 ,0,3,3,1180000
55,0.7,10,4,50,1,1,50,0.05 ,0,2,0.8,5,0,0,10,0.01 ,0,1,3,622000
55,1,10,4,50,1,0.1,50,0.05 ,0,2,0.8,5,0,0,10,0.01 ,0,3,3,1244000
55,1,5,2,50,1,0,20,0.03 ,0,1,0.4,2,0,0,5,0.01 ,0,2,3,1406000
62,0.61,10,4,50,1,1,50,0.05 ,0,1,0.4,2,0,0,5,0.01 ,0,1,3,848000
55,1,10,4,50,1,0.1,50,0.05 ,0,1,0.4,2,0,0,5,0.01 ,0,2,3,1470000
7200,1,10,4,1500,800,200,0,0.05 ,0,10,4,1500,220,20,0,0.05 ,0,1,3,3850000
3600,1,10,4,1500,800,200,0,0.05 ,0,10,4,1500,220,20,0,0.05 ,0,1,3,2300000
2880,1,0,0,8500,100,0.5,0,0.00 ,0,1,0.4,0,8500,100,0,0.01 ,0,3,3,2100000
5616,0.5,0,0,20000,200,0,0,0.00 ,0,0,0,1000,50,0,0,0.00 ,0,1,3,3400000
1800,0.97,0,0,20000,400,0,0,0.00 ,0,0,0,5000,100,0,0,0.00 ,0,3,3,5200000
4800,1,60,24,3000,2000,10,0,0.30 ,0,36,14.4,165,17,0,0,0.18 ,0,1,3,25705000
5280,1,60,24,3000,2000,10,0,0.30 ,0,60,24,3000,200,10,0,0.30 ,0,3,3,850000
5280,0.99,60,24,3000,200,10,0,0.30 ,0,60,24,3000,200,1,0,0.30 ,0,3,3,520000
5280,0.9,60,24,3000,200,1,0,0.30 ,0,60,24,3000,200,0,0,0.30 ,0,1,3,2800000
4800,0.7,60,24,3000,200,0,0,0.30 ,0,20,8,100,10,0,0,0.10 ,0,1,3,4050000
1440,0.5,180,72,9000,600,0,0,0.90 ,0,50,20,300,20,0,0,0.25 ,0,1,3,985000
720,0.75,320,128,18000,1200,0,0,1.60 ,0,100,40,300,50,0,0,0.50 ,0,1,3,8500000
180,1,1280,512,72000,4800,0,0,6.40 ,0,100,40,300,50,0,0,0.50 ,0,2,3,8000000
5280,0.99,60,24,3000,2000,10,0,0.30 ,0,60,24,3000,200,1,0,0.30 ,0,3,3,1370000
5280,0.9,60,24,3000,200,10,0,0.30 ,0,60,24,3000,200,0,0,0.30 ,0,1,3,3320000
5280,0.64,60,24,3000,200,1,0,0.30 ,0,20,8,100,10,0,0,0.10 ,0,1,3,6850000
4800,0.85,60,24,3000,200,0,0,0.30 ,0,27,10.8,146,12,0,0,0.14 ,0,1,3,5035000
1440,0.875,180,72,9000,600,0,0,0.90 ,0,67,26.8,300,30,0,0,0.34 ,0,1,3,9485000
720,1,320,128,18000,1200,0,0,1.60 ,0,100,40,300,50,0,0,0.50 ,0,1,3,16500000
5280,0.9,60,24,3000,2000,10,0,0.30 ,0,60,24,3000,200,0,0,0.30 ,0,2,3,4170000
5280,0.64,60,24,3000,200,10,0,0.30 ,0,20,8,100,10,0,0,0.10 ,0,2,3,7370000
5280,0.77,60,24,3000,200,1,0,0.30 ,0,27,10.8,146,12,0,0,0.14 ,0,1,3,7835000
4800,0.96,60,24,3000,200,0,0,0.30 ,0,35,14,160,16,0,0,0.18 ,0,1,3,13535000
1440,1,180,72,9000,600,0,0,0.90 ,0,70,28,300,30,0,0,0.35 ,0,1,3,17485000
4800,0.7,60,24,3000,2000,10,0,0.30 ,0,20,8,100,10,0,0,0.10 ,0,2,3,8220000
5280,0.77,60,24,3000,200,10,0,0.30 ,0,27,10.8,146,12,0,0,0.14 ,0,1,3,8355000
5280,0.875,60,24,3000,200,1,0,0.30 ,0,35,14,160,16,0,0,0.18 ,0,1,3,16335000
4800,1,60,24,3000,200,0,0,0.30 ,0,36,14.4,165,17,0,0,0.18 ,0,1,3,21535000
4800,0.85,60,24,3000,2000,10,0,0.30 ,0,27,10.8,146,12,0,0,0.14 ,0,1,3,9205000
5280,0.77,60,24,3000,200,10,0,0.30 ,0,35,14,160,16,0,0,0.18 ,0,1,3,16855000
4800,1,60,24,3000,200,1,0,0.30 ,0,36,14.4,165,17,0,0,0.18 ,0,1,3,24335000
4800,0.96,60,24,3000,2000,10,0,0.30 ,0,35,14,160,16,0,0,0.18 ,0,1,3,17705000
4800,1,60,24,3000,200,10,0,0.30 ,0,36,14.4,165,17,0,0,0.18 ,0,1,3,24855000
4320,0.63,100,40,1000,5,5,3,0.50 ,0,10,4,5,0,0,0.5,0.05 ,0,2,3,12557000
4320,1,100,40,1000,5,5,3,0.50 ,0,100,40,1000,5,3,3,0.50 ,0,1,3,385000
4320,0.9,100,40,1000,5,3,3,0.50 ,0,90,36,1000,5,0.2,3,0.45 ,0,3,3,1620000
3888,1,90,36,1000,5,0.2,3,0.45 ,0,60,24,1000,5,0,2,0.30 ,0,3,3,352000
4000,0.8,60,24,1000,5,0,2,0.30 ,0,20,8,50,1,0,1,0.10 ,0,1,3,5220000
3200,0.85,20,8,50,1,0,1,0.10 ,0,10,4,5,0,0,0.5,0.05 ,0,1,3,4980000
4320,0.9,100,40,1000,5,5,3,0.50 ,0,90,36,1000,5,0.2,3,0.45 ,0,3,3,2005000
4320,0.9,100,40,1000,5,3,3,0.50 ,0,60,24,1000,5,0,2,0.30 ,0,2,3,1972000
3888,0.8,90,36,1000,5,0.2,3,0.45 ,0,20,8,50,1,0,1,0.10 ,0,1,3,5572000
4000,0.68,60,24,1000,5,0,2,0.30 ,0,10,4,5,0,0,0.5,0.05 ,0,1,3,10200000
4320,0.74,100,40,1000,5,5,3,0.50 ,0,60,24,1000,5,0,2,0.30 ,0,2,3,2357000
4320,0.74,100,40,1000,5,3,3,0.50 ,0,20,8,50,1,0,1,0.10 ,0,2,3,7192000
3888,0.7,90,36,1000,5,0.2,3,0.45 ,0,10,4,5,0,0,0.5,0.05 ,0,2,3,10552000
4320,0.74,100,40,1000,5,5,3,0.50 ,0,20,8,50,1,0,1,0.10 ,0,2,3,7577000
4320,0.63,100,40,1000,5,3,3,0.50 ,0,10,4,5,0,0,0.5,0.05 ,0,2,3,12172000
2040,0.63,60,24,3000,200,5,0,0.30 ,0,15,6,80,5,0,0,0.08 ,0,1,2,3844450
2040,0.99,60,24,3000,200,5,0,0.30 ,0,60,24,3000,200,1,0,0.30 ,0,1,2,325000
2040,0.9,60,24,3000,200,1,0,0.30 ,0,60,24,3000,200,0.1,0,0.30 ,0,1,2,1151350
1836,0.7,60,24,3000,200,0.1,0,0.30 ,0,15,6,80,5,0,0,0.08 ,0,1,2,2368100
2040,0.9,60,24,3000,200,5,0,0.30 ,0,60,24,3000,200,0.1,0,0.30 ,0,1,2,1476350
2040,0.63,60,24,3000,200,1,0,0.30 ,0,15,6,80,5,0,0,0.08 ,0,1,2,3519450
60,0.95,50,20,3000,100,3,5,0.25 ,0,500,200,3000,100,0.5,5,2.50 ,0,1,2,295000
130,0.85,200,80,16000,800,0,20,1.00 ,0,180,72,14000,100,0,10,0.90 ,0,1,2,741000
1440,0.75,10,4,4000,500,10,2,0.05 ,0,2,0.8,100,5,0,0.2,0.01 ,0,2,2,1742500
1440,1,10,4,4000,500,10,2,0.05 ,0,10,4,4000,150,1,2,0.05 ,0,2,2,222500
1440,1,10,4,4000,150,1,2,0.05 ,0,10,4,4000,150,0.1,2,0.05 ,0,2,2,265000
1440,1,10,4,4000,150,0.1,2,0.05 ,0,5,2,4000,150,0,1,0.03 ,0,2,2,300000
1440,0.75,5,2,4000,150,0,1,0.03 ,0,2,0.8,100,5,0,0.2,0.01 ,0,2,2,955000
1440,1,10,4,4000,500,10,2,0.05 ,0,10,4,4000,150,0.1,2,0.05 ,0,2,2,487500
1440,1,10,4,4000,150,1,2,0.05 ,0,5,2,4000,150,0,1,0.03 ,0,2,2,565000
1440,0.75,10,4,4000,150,0.1,2,0.05 ,0,2,0.8,100,5,0,0.2,0.01 ,0,2,2,1255000
1440,1,10,4,4000,500,10,2,0.05 ,0,5,2,4000,150,0,1,0.03 ,0,2,2,787500
1440,0.75,10,4,4000,150,1,2,0.05 ,0,2,0.8,100,5,0,0.2,0.01 ,0,2,2,1520000
7000,0.6,10,4,5000,50,1,0,0.05 ,0,2,0.8,200,2,0,0,0.01 ,0,2,2,5837500
7000,0.99,10,4,5000,50,1,0,0.05 ,0,10,4,5000,50,0.1,0,0.05 ,0,3,2,523000
7000,0.99,10,4,5000,50,0.1,0,0.05 ,0,8,3.2,5000,50,0,0,0.04 ,0,3,2,612000
7000,0.6,8,3.2,5000,50,0,0,0.04 ,0,2,0.8,200,2,0,0,0.01 ,0,2,2,4702500
7000,0.99,10,4,5000,50,1,0,0.05 ,0,8,3.2,5000,50,0,0,0.04 ,0,3,2,1135000
7000,0.6,10,4,5000,50,0.1,0,0.05 ,0,2,0.8,200,2,0,0,0.01 ,0,2,2,5314500
300,0.79,200,80,3000,100,1,50,0.00 ,0,64,25.6,180,1.6,0,24,0.00 ,0,2,2,639000
300,0.9,200,80,3000,100,1,50,0.00 ,0,200,80,3000,100,0,50,0.00 ,0,3,2,143800
270,1,200,80,3000,100,0,50,0.00 ,0,200,80,3000,10,0,50,0.00 ,0,2,2,135000
270,0.75,200,80,3000,10,0,50,0.00 ,0,40,16,100,1,0,15,0.00 ,0,2,2,235200
67.5,0.6,800,320,12000,40,0,200,0.00 ,0,160,64,500,4,0,60,0.00 ,0,2,2,125000
300,0.9,200,80,3000,100,1,50,0.00 ,0,200,80,3000,10,0,50,0.00 ,0,2,2,278800
270,0.75,200,80,3000,100,0,50,0.00 ,0,40,16,100,1,0,15,0.00 ,0,2,2,370200
270,0.9,800,320,12000,40,0,200,0.00 ,0,64,25.6,180,1.6,0,24,0.00 ,0,2,2,360200
300,0.675,200,80,3000,100,1,50,0.00 ,0,40,16,100,1,0,15,0.00 ,0,2,2,514000
270,0.9,200,80,3000,100,0,50,0.00 ,0,168,67.2,2420,8.2,0,43,0.00 ,0,2,2,495200
600,0.891,200,80,2000,100,1,150,0.00 ,0,64,25.6,118,1.6,0,72,0.00 ,0,2,2,1635300
600,0.9,200,80,2000,100,1,150,0.00 ,0,200,80,2000,100,0,150,0.00 ,0,3,2,263000
540,1,200,80,2000,100,0,150,0.00 ,0,200,80,2000,10,0,150,0.00 ,0,2,2,204000
540,0.75,200,80,2000,10,0,150,0.00 ,0,40,16,60,1,0,45,0.00 ,0,2,2,382500
135,0.6,800,320,8000,40,0,600,0.00 ,0,160,64,350,4,0,180,0.00 ,0,2,2,227800
54,0.9,2000,800,20000,100,0,1500,0.00 ,0,2000,800,10000,50,0,500,0.00 ,0,3,3,558000
600,0.9,200,80,2000,100,1,150,0.00 ,0,200,80,2000,10,0,150,0.00 ,0,2,2,467000
540,0.75,200,80,2000,100,0,150,0.00 ,0,40,16,60,1,0,45,0.00 ,0,2,2,586500
540,0.9,800,320,8000,40,0,600,0.00 ,0,64,25.6,118,1.6,0,72,0.00 ,0,2,2,610300
135,0.96,800,320,8000,40,0,600,0.00 ,0,160,64,350,4,0,180,0.00 ,0,3,2,785800
600,0.675,200,80,2000,100,1,150,0.00 ,0,40,16,67,1,0,45,0.00 ,0,2,2,849500
540,0.9,200,80,2000,100,0,150,0.00 ,0,64,25.6,118,1.6,0,72,0.00 ,0,2,2,814300
540,0.99,800,320,8000,40,0,600,0.00 ,0,64,25.6,118,1.6,0,72,0.00 ,0,2,2,1168300
600,0.81,200,80,2000,100,1,150,0.00 ,0,64,25.6,118,1.6,0,72,0.00 ,0,2,2,1077300
540,0.99,200,80,2000,100,0,150,0.00 ,0,64,25.6,118,1.6,0,72,0.00 ,0,2,2,1372300
96,1,400,160,20000,150,0.5,200,0.00 ,0,300,120,1000,20,0,200,0.00 ,0,2,2,3200000
480,1,10,4,5000,10,1,0,0.00 ,0,4,1.6,340,2,0,0,0.00 ,0,2,2,3660300
480,1,10,4,5000,10,1,0,0.00 ,0,10,4,3000,10,0,0,0.00 ,0,3,2,42500
564,0.75,10,4,4400,10,0,0,0.00 ,0,2,0.8,120,1,0,0,0.00 ,0,2,2,355200
141,0.6,40,16,17600,40,0,0,0.00 ,0,10,4,1000,5,0,0,0.00 ,0,2,2,257000
56.4,1,100,40,44000,160,0,0,0.00 ,0,10,4,1000,5,0,0,0.00 ,0,2,2,3005600
480,0.75,10,4,5000,10,1,0,0.00 ,0,2,0.8,120,1,0,0,0.00 ,0,2,2,397700
564,0.9,10,4,4400,10,0,0,0.00 ,0,3,1.2,260,1.7,0,0,0.00 ,0,2,2,612200
141,1,40,16,17600,40,0,0,0.00 ,0,10,4,1000,5,0,0,0.00 ,0,2,2,3262600
564,0.9,10,4,5000,10,1,0,0.00 ,0,3,1.2,260,1.7,0,0,0.00 ,0,2,2,654700
564,1,10,4,4400,10,0,0,0.00 ,0,4,1.6,340,2,0,0,0.00 ,0,2,2,3617800
240,0.883,10,4,1000,10,1,0,0.00 ,0,3.5,1.4,53,1.2,0,0,0.00 ,0,2,2,414300
240,1,10,4,1000,10,1,0,0.00 ,0,10,4,1000,10,0,0,0.00 ,0,3,2,35300
280.8,0.75,10,4,1000,10,0,0,0.00 ,0,2,0.8,40,1,0,0,0.00 ,0,2,2,227000
70.2,0.6,40,16,4000,40,0,0,0.00 ,0,10,4,120,2,0,0,0.00 ,0,2,2,152000
240,0.75,10,4,1000,10,1,0,0.00 ,0,2,0.8,40,1,0,0,0.00 ,0,2,2,262300
280.8,0.9,10,4,1000,10,0,0,0.00 ,0,3.5,1.4,53,1.2,0,0,0.00 ,0,2,2,379000
240,0.883,10,4,1000,10,1,0,0.00 ,0,3.5,1.4,53,1.2,0,0,0.00 ,0,2,2,414300
240,1,10,4,1000,10,1,0,0.00 ,0,10,4,1000,10,0,0,0.00 ,0,3,2,35300
280.8,0.75,10,4,1000,10,0,0,0.00 ,0,2,0.8,40,1,0,0,0.00 ,0,2,2,227000
70.2,0.6,40,16,4000,40,0,0,0.00 ,0,10,4,120,2,0,0,0.00 ,0,2,2,152000
240,0.75,10,4,1000,10,1,0,0.00 ,0,2,0.8,40,1,0,0,0.00 ,0,2,2,262300
280.8,0.9,10,4,1000,10,0,0,0.00 ,0,3.5,1.4,53,1.2,0,0,0.00 ,0,2,2,379000
265,0.98,20,8,1000,10,1,0,0.00 ,0,15,6,1000,10,0,0,0.00 ,0,3,2,88500
265,0.99,20,8,1000,10,1,0,0.00 ,0,20,8,1000,10,0.1,0,0.00 ,0,3,2,37500
265,0.99,20,8,1000,10,0.1,0,0.00 ,0,15,6,1000,10,0,0,0.00 ,0,3,2,51000
570,0.98,20,8,1000,10,1,0,0.00 ,0,15,6,1000,10,0,0,0.00 ,0,3,2,147000
570,0.99,20,8,1000,10,1,0,0.00 ,0,20,8,1000,10,0.1,0,0.00 ,0,3,2,65000
570,0.99,20,8,1000,10,0.1,0,0.00 ,0,15,6,1000,10,0,0,0.00 ,0,3,2,82000
960,1,15,6,3000,100,1,1,0.00 ,0,5.7,2.28,157,6.5,0,0.8,0.00 ,0,2,2,9335000
960,1,15,6,3000,100,1,1,0.00 ,0,15,6,3000,100,0,1,0.00 ,0,2,2,1010000
960,1,15,6,3000,100,0,1,0.00 ,0,10,4,3000,100,0,1,0.00 ,0,3,2,112000
1065.6,0.75,10,4,3000,100,0,1,0.00 ,0,4,1.6,100,5,0,0.3,0.00 ,0,2,2,956000
266.4,0.6,40,16,12000,400,0,4,0.00 ,0,10,4,300,10,0,2,0.00 ,0,2,2,205000
105.6,1,100,40,30000,1000,0,10,0.00 ,0,100,40,30000,150,3000,10,0.00 ,0,3,2,200000
105.6,1,100,40,30000,150,3000,10,0.00 ,0,100,40,30000,150,0,10,0.00 ,0,1,2,652000
105.6,0.5,100,40,30000,150,0,10,0.00 ,0,15,6,3000,20,0,1,0.00 ,0,1,2,2750000
52.8,1,200,80,60000,300,0,20,0.00 ,0,15,6,3000,20,0,1,0.00 ,0,3,2,3450000
960,1,15,6,3000,100,1,1,0.00 ,0,10,4,3000,100,0,1,0.00 ,0,2,2,1122000
1065.6,0.75,15,6,3000,100,0,1,0.00 ,0,4,1.6,100,5,0,0.3,0.00 ,0,2,2,1068000
1065.6,0.9,10,4,3000,100,0,1,0.00 ,0,5.7,2.28,157,6.5,0,0.8,0.00 ,0,2,2,1161000
105.6,1,100,40,30000,1000,0,10,0.00 ,0,100,40,30000,150,0,10,0.00 ,0,1,2,852000
105.6,0.5,100,40,30000,150,3000,10,0.00 ,0,15,6,3000,20,0,1,0.00 ,0,1,2,3402000
105.6,1,100,40,30000,150,0,10,0.00 ,0,15,6,3000,20,0,1,0.00 ,0,2,2,6200000
1065.6,0.75,15,6,3000,100,1,1,0.00 ,0,4,1.6,100,5,0,0.3,0.00 ,0,2,2,2078000
1065.6,0.9,15,6,3000,100,0,1,0.00 ,0,5.7,2.28,157,6.5,0,0.8,0.00 ,0,2,2,1273000
105.6,0.5,100,40,30000,1000,0,10,0.00 ,0,15,6,3000,20,0,1,0.00 ,0,1,2,3602000
105.6,1,100,40,30000,150,3000,10,0.00 ,0,15,6,3000,20,0,1,0.00 ,0,2,2,6852000
960,0.9,15,6,3000,100,1,1,0.00 ,0,5.7,2.28,157,6.5,0,0.8,0.00 ,0,2,2,2283000
105.6,1,100,40,30000,1000,0,10,0.00 ,0,15,6,3000,20,0,1,0.00 ,0,2,2,7052000
105.6,1,40,16,12000,400,0,4,0.00 ,0,10,4,300,10,0,2,0.00 ,0,2,2,7257000
960,1,10,4,3000,100,0,1,0.00 ,0,5.7,2.28,157,6.5,0,0.8,0.00 ,0,2,2,8213000
960,1,15,6,3000,100,0,1,0.00 ,0,5.7,2.28,157,6.5,0,0.8,0.00 ,0,2,2,8325000
3200,0.9,10,4,500,120,0.5,2,0.20 ,0,4,1.6,500,120,0,0.5,0.08 ,0,2,2,2779000
3200,0.99,10,4,500,120,0.5,2,0.20 ,0,5,2,500,120,0.2,0.5,0.10 ,0,3,2,335000
3200,0.99,5,2,500,120,0.2,0.5,0.10 ,0,5,2,500,120,0.1,0.5,0.10 ,0,3,2,264000
3200,0.9,5,2,500,120,0.1,0.5,0.10 ,0,4,1.6,500,120,0,0.5,0.08 ,0,1,2,2180000
3200,0.99,10,4,500,120,0.5,2,0.20 ,0,5,2,500,120,0.1,0.5,0.10 ,0,3,2,599000
3200,0.9,5,2,500,120,0.2,0.5,0.10 ,0,4,1.6,500,120,0,0.5,0.08 ,0,1,2,2444000
10700,0.673,1,0.4,2000,200,1,0,0.02 ,0,0,0,10,1,0,0,0.00 ,0,1,2,26475000
10700,0.99,1,0.4,2000,200,1,0,0.02 ,0,1,0.4,2000,200,0.5,0,0.02 ,0,3,2,895000
10700,0.95,1,0.4,2000,200,0.5,0,0.02 ,0,0.8,0.32,2000,200,0,0,0.02 ,0,1,2,6810000
12000,0.75,0.8,0.32,2000,200,0,0,0.02 ,0,0.2,0.08,100,10,0,0,0.00 ,0,1,2,11250000
